game_id,voice_id,text,vocoder,out_path,pacing
"skyrim","sk_maleoldkindly","Perhaps this piece of paper that got stuck in old Naghu's head?","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05FragB_00376B9F_1.wav"
"skyrim","sk_malekhajiit","Yes, this one has it. A piece of paper with some nonsense on it, yes? Khajiit will sell it to you for 100 gold.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzCrbSq05_zzzCrbSq05FragB_00376BA2_1.wav"
"skyrim","sk_femalechild","I did. It smelled so good... I treasure it.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzCrbSq05_zzzCrbSq05FragB_00376BA8_1.wav"
"skyrim","sk_maleguard","Oh, yes, I have one of those. It was carried here by the wind a while ago.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleGuard/zzzCrbSq05_zzzCrbSq05FragB_00376BAA_1.wav"
"skyrim","sk_maleguard","I'd normally ignore a piece of paper, but it made me curious so I picked it up.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleGuard/zzzCrbSq05_zzzCrbSq05FragB_00376BAA_2.wav"
"skyrim","sk_maleeventonedaccented","Was that a letter? Yes, I have one. It was mixed in with the deeds when my grandfather gave me the store.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleEvenTonedAccented/zzzCrbSq05_zzzCrbSq05FragB_00376BAC_1.wav"
"skyrim","sk_maleeventonedaccented","I can't read it, but the letters in it are arranged so beautifully that I kept it as a treasure.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleEvenTonedAccented/zzzCrbSq05_zzzCrbSq05FragB_00376BAC_2.wav"
"skyrim","sk_femalechild","This piece of paper, hmm? There was a puff of wind a while ago and it hit Lizz in the face! Annoying paper...","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzCrbSq05_zzzCrbSq05FragB_00376BAD_1.wav"
"skyrim","sk_femalechild","Something is written on it, but Lizz cannot read it yet. Mom said she cannot understand it, either, and that it is gibberish, yes?","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzCrbSq05_zzzCrbSq05FragB_00376BAD_2.wav"
"skyrim","sk_maleoldkindly","You can take it. Naghu does not need it, but the little one does. That is what the wind says.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05FragB_00376BA1_1.wav"
"skyrim","sk_maleoldkindly","Okay. It's a little crumpled, but I think it's still okay.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05FragB_00376BA9_1.wav"
"skyrim","sk_maleoldkindly","Of course, take it. The winds of Kyne must have carried it here for this reason.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05FragB_00376BAB_1.wav"
"skyrim","sk_maleoldkindly","Yeah, sure. If it's a letter, it should be given in whole to the one it's addressed to.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05FragB_00376BAE_1.wav"
"skyrim","sk_maleoldkindly","All right. Dovahkiin is an awesome Dovah, no? You should be able to read it.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05FragB_00376BAF_1.wav"
"skyrim","sk_malekhajiit","Ah, but if one truly wants it, then one will pay even 100 gold for this piece of paper, no? That is Khajiit's reasoning.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzCrbSq05_zzzCrbSq05FragB_00376BA4_1.wav"
"skyrim","sk_malekhajiit","Listen to this one. It is best not to waste too much gold, yes? Or you will be short of it once you truly need it.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzCrbSq05_zzzCrbSq05FragB_00376BA6_1.wav"
"skyrim","sk_malekhajiit","Hmm, that is not enough. 100 gold is a small enough price to pay, no?","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzCrbSq05_zzzCrbSq05FragB_00376BA7_1.wav"
"skyrim","sk_maleoldkindly","Ah, thank you for the help. It must be very cold outside. Go rest by the fireplace while I restore the letter.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BB3_1.wav"
"skyrim","sk_maleoldkindly","This letter is... difficult to understand. Many of the words are unfamiliar. And the writing style is peculiar, similar to Dunmeri but it feels... less old-fashioned.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05__00376BB7_1.wav"
"skyrim","sk_maleoldkindly","Oh, I see... This is a loveletter, then... Yes, this will be enough to restore it. Come here, please.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05__00376BB9_1.wav"
"skyrim","sk_maleoldkindly","This was a difficult letter to restore, but very interesting.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05Hello_00376BBB_1.wav"
"skyrim","sk_maleoldkindly","You should read the letter. I'm certain it will do you well.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05Hello_00376BBC_1.wav"
"skyrim","sk_maleoldkindly","Have you made your wish yet? I always look forward to hearing from you.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05Hello_00376BD5_1.wav"
"skyrim","sk_maleoldkindly","It would be better to see for yourself than to ask me.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BBF_1.wav"
"skyrim","sk_maleoldkindly","I don't know. It may be for you, or it may be for someone you are yet to meet.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BC2_1.wav"
"skyrim","sk_maleoldkindly","It is all uncertain... But whoever wrote this letter entrusted it to me to keep. So... What will you do now?","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BC2_2.wav"
"skyrim","sk_maleoldkindly","Yes, finishing your journey is one way to go. But be sure to pave the ground for the one who comes after you.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BC4_1.wav"
"skyrim","sk_maleoldkindly","A good choice. Keep going down the pathless road. It is all in the journey.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BC6_1.wav"
"skyrim","sk_maleoldkindly","Were you even listening to me? But no, I'm sure you have some ideas. I apologize.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BC8_1.wav"
"skyrim","sk_maleoldkindly","The way you are now, you will not be driven by hate and forget how to love. Go wherever you wish, my friend.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BCA_1.wav"
"skyrim","sk_maleoldkindly","It will be a long and arduous journey. Still, it will pay off one day.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BCC_1.wav"
"skyrim","sk_maleoldkindly","They are merely jealous bystanders, nothing more. Leave them be, they do not care for those who do not gamble with their souls.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BCE_1.wav"
"skyrim","sk_maleoldkindly","And that is fine. There is no mission assigned to you, after all. That is the meaning of freedom.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BD0_1.wav"
"skyrim","sk_maleoldkindly","No, it doesn't. There is no greater meaning out there... it is all up to you. This is the quiet truth of it all.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzCrbSq05_zzzCrbSq05ProB0_00376BD2_1.wav"
"skyrim","sk_malecondescending","But that would be boring, wouldn't it? My lord does not want that, either.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleCondescending/zzzCrbSq05_zzzCrbSq05BOB01_00376BD9_1.wav"
"skyrim","sk_malecondescending","All I am asking for is that you share a little of what falls through your grasp... I will not take anything from you.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleCondescending/zzzCrbSq05_zzzCrbSq05BOB02_00376BDC_1.wav"
"skyrim","sk_malecondescending","And even if you lose something, you will always gain yet more. There will be no real loss for you.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleCondescending/zzzCrbSq05_zzzCrbSq05BOB02_00376BDC_2.wav"
"skyrim","sk_malecondescending","You sound like the old king of Atmora. Nostalgic, foolish words. For in the end, even time itself will run out.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleCondescending/zzzCrbSq05_zzzCrbSq05BOB03_00376BDF_1.wav"
"skyrim","sk_malecondescending","Everything will pass away and disappear without a trace. Even these words will fade into the void.","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleCondescending/zzzCrbSq05_zzzCrbSq05BOB03_00376BDF_2.wav"
"skyrim","sk_malecondescending","I can feel only fear. How could I find any joy in this? I don't understand...","hifi","D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleCondescending/zzzCrbSq05_zzzCrbSq05BOB03_00376BDF_3.wav"
